"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"CD81",-0.0834666666666664,12.2675666666667,-1.14986360685276,0.274413458884231,0.371472945060419,-7.16154665514015
"SPATA9",0.0797433333333313,4.73105833333333,1.14971613314876,0.274471695472305,0.371509526528892,-7.16171153634646
"CDC42",0.0874866666666669,9.09125,1.14969527458065,0.274479933187296,0.371509526528892,-7.16173485567584
"ZNF705A",0.16839,4.45141166666667,1.14929828562362,0.274636753494939,0.371695071523691,-7.16217861543047
"MAP6",0.0954899999999981,6.75486833333333,1.14902021248619,0.274746640675033,0.371817074834631,-7.16248937763869
"FUT11",-0.0893100000000029,9.75204166666667,-1.14886189856633,0.274809217448296,0.371875039619285,-7.16266627582771
"AMTN",0.0959933333333343,4.94297333333333,1.14832422161772,0.275021827906477,0.372136008821796,-7.1632669268075
"ANKRD35",0.0904066666666665,5.9807,1.14822541244803,0.275060913354741,0.372162158198506,-7.16337728468077
"MOB2",0.0964166666666637,7.52905166666667,1.14808947333528,0.27511469316995,0.372208184122034,-7.16352909998912
"KRTAP3-1",0.110943333333333,6.474055,1.1479272407433,0.275178885835467,0.372268290175635,-7.16371026105087
"ASB4",0.141113333333334,5.30030666666667,1.14753567392915,0.275333870127364,0.372451203762032,-7.16414743086621
"ANGPT1",-0.0805899999999999,7.653565,-1.14708811206782,0.275511100695325,0.372664182023539,-7.16464697327294
"OR10G7",0.0942666666666669,7.49871333333333,1.14702722648428,0.275535217705036,0.372670038797605,-7.16471491834939
"OR11H6",0.101776666666668,5.16091833333333,1.14669109025726,0.275668392081604,0.372823387653664,-7.16508997740359
"LINC00656",0.0972599999999977,6.09667666666667,1.14568798739957,0.276066110578451,0.373334467339309,-7.16620871965077
"TSKS",0.103350000000002,7.27127833333333,1.14555741736865,0.276117912847802,0.373377711844881,-7.16635428528478
"TARBP1",0.112106666666667,9.3251,1.14538246991973,0.276187333226094,0.373442257797198,-7.16654930446918
"HRASLS",0.101053333333334,6.00729666666667,1.14533719298469,0.276205301641444,0.373442257797198,-7.16659977220806
"DEFB123",0.11757,6.07624833333333,1.14496578262202,0.276352732296616,0.373614769942894,-7.167013703815
"CREBZF",-0.121266666666667,9.17472666666667,-1.14488712564656,0.276383962881403,0.373625373656326,-7.16710135232895
"SRY",0.0941999999999998,4.74053666666667,1.14484610481598,0.276400251202803,0.373625373656326,-7.16714706050336
"PSMB4",-0.0795000000000012,12.7720166666667,-1.14467086440692,0.276469843080168,0.373692624126014,-7.16734231064434
"SSMEM1",0.0907199999999992,4.87067333333333,1.14434634009959,0.276598754869136,0.373840039411935,-7.1677038283762
"EMP2",0.0823999999999998,11.6038,1.14425744520798,0.27663407500589,0.373860947808621,-7.1678028425446
"SVOP",0.107269999999999,6.241205,1.14372759764708,0.276844669204969,0.374112231087722,-7.16839287907929
"MAX",0.0895599999999988,8.90125666666667,1.14364180283446,0.276878781080655,0.374112231087722,-7.16848839963714
"CEP250",0.0770499999999998,8.32966166666667,1.14363974290572,0.276879600145044,0.374112231087722,-7.16849069301104
"KRT28",0.0814499999999985,4.21206833333333,1.14285218025647,0.277192886987892,0.374508668115492,-7.16936726891229
"PAPPA2",0.0990799999999998,5.97808333333333,1.14274791166082,0.277234384918778,0.374513201287888,-7.16948328663027
"PF4V1",0.0800033333333321,6.23241166666667,1.14268499952999,0.27725942569427,0.374513201287888,-7.16955328374386
"MRPL33",0.0867033333333378,9.52057833333333,1.14267466411786,0.277263539643283,0.374513201287888,-7.16956478280958
"ADAR",-0.0782333333333334,11.40055,-1.14264390845768,0.277275782030281,0.374513201287888,-7.16959900073312
"MIR7-2",-0.10085666666667,7.076135,-1.14251197457074,0.277328303488802,0.374557279878673,-7.16974577859805
"ZNF347",-0.141166666666669,8.16852,-1.14238043778174,0.27738067455436,0.374601149043224,-7.16989210137739
"AMHR2",-0.0810633333333328,6.81611833333333,-1.14232240798678,0.277403781422047,0.374605493604562,-7.16995665004999
"LRP6",0.0786333333333289,10.8764833333333,1.14222997959587,0.277440588541989,0.374614805205542,-7.17005945620289
"UBTFL1",0.129259999999998,4.27783333333333,1.14220519856107,0.277450457566747,0.374614805205542,-7.17008701851039
"RAB28",0.101430000000001,9.078515,1.14178271780264,0.277618752070661,0.37481516677411,-7.17055684335036
"PTPRCAP",-0.10065,8.50720166666667,-1.14151254762159,0.277726415432756,0.374933646925706,-7.17085721747031
"RSPRY1",-0.0938133333333298,9.72913,-1.14132322126264,0.277801881673888,0.375008646749284,-7.1710676763237
"GSK3B",-0.0821333333333314,11.2945666666667,-1.14095018058033,0.27795062373588,0.375182544789046,-7.17148227495249
"TRAM2",0.0833333333333321,11.8285333333333,1.14028334232047,0.278216665277519,0.375514739417859,-7.17222313458201
"KRTAP6-3",0.090703333333332,7.85772833333333,1.13993695418537,0.278354938079903,0.375674446707051,-7.17260783804192
"RNASE6",0.124436666666666,4.74792166666667,1.13944239522955,0.278552450746156,0.375914076909796,-7.17315694208601
"ARHGAP29",0.170050000000005,9.31417833333333,1.13887810349391,0.278777945396075,0.376191432513411,-7.17378323986134
"ZNF678",0.103733333333333,8.40427666666667,1.13879752099383,0.278810158231438,0.376207946706613,-7.17387265700458
"MAPK11",0.0866366666666663,7.478105,1.13872798236993,0.278837958599159,0.376218505068884,-7.17394981546067
"MYL3",0.108509999999999,7.471795,1.13855239440192,0.278908165266889,0.376286273971102,-7.17414462725904
"PIP5K1A",0.083733333333333,11.8693666666667,1.13817801733939,0.279057901033569,0.37646132140006,-7.17455991283517
"CRYGB",0.10238666666667,5.10422,1.13748355549708,0.27933582279545,0.376809259886084,-7.17532997330198
"ARHGAP19-SLIT1",0.101313333333334,5.33595666666667,1.13736913665817,0.279381633478595,0.376844065382501,-7.17545681204609
"CCDC8",0.119583333333333,7.658915,1.13726819769497,0.279422051960509,0.376871593141237,-7.17556869933008
"KCNN2",0.0824033333333318,6.896855,1.13699935436263,0.279529725646441,0.37698982118332,-7.17586666438839
"ATP1A2",-0.128319999999999,6.98766666666667,-1.136531617357,0.279717134279247,0.377194183011387,-7.1763849349757
"HCK",0.0850466666666669,6.78370333333333,1.13652119809208,0.279721310083893,0.377194183011387,-7.17639647800174
"ARAP3",0.080779999999999,9.19944666666667,1.13629588833202,0.279811620927847,0.377288951070667,-7.1766460678855
"KLHL6",0.0914200000000003,7.02203666666667,1.13600291911744,0.279929085460059,0.377420316096696,-7.17697054989539
"ROCK1P1",-0.107810000000001,5.38122166666667,-1.13582402547334,0.280000830741749,0.377490024780967,-7.17716865342067
"ADI1",-0.0848333333333322,11.63675,-1.135529023067,0.28011917253126,0.377622539220797,-7.17749527974067
"PLEKHH3",-0.0994066666666678,8.04831666666667,-1.13509829996174,0.280292028945539,0.377799909470963,-7.17797205530003
"ZBTB7A",0.082609999999999,9.772655,1.1350958092772,0.280293028739138,0.377799909470963,-7.17797481186969
"KRT5",-0.102306666666665,6.98177,-1.13505123080358,0.280310923592824,0.377799909470963,-7.17802414836716
"NDUFB10",-0.0878666666666668,11.2761333333333,-1.13494918419928,0.280351890842802,0.377827596368892,-7.17813708100707
"OR56A4",-0.0997233333333334,5.95693833333333,-1.13486644614808,0.280385109954985,0.377827596368892,-7.17822863941498
"FAM228A",0.132333333333333,5.38072666666667,1.13485016077092,0.280391648850377,0.377827596368892,-7.17824666028572
"PRAMEF12",0.130319999999999,6.68053666666667,1.13452372910486,0.280522742404072,0.37797720206312,-7.1786078358243
"SMIM5",0.121746666666668,7.42067333333333,1.13417348721509,0.280663450788235,0.378139740478261,-7.17899526437607
"GABRR2",-0.122620000000003,7.56727333333333,-1.13409923025183,0.280693290264962,0.378152891906316,-7.17907739334857
"SPINT3",0.0893533333333334,4.71773,1.13380095733016,0.280813173226281,0.378267520413361,-7.17940724340422
"LRRC25",0.122723333333333,7.67463833333333,1.13378759528641,0.280818544675566,0.378267520413361,-7.17942201843427
"ZNF787",0.116456666666668,8.999045,1.13348458547618,0.280940373869046,0.37838614089096,-7.17975703338927
"PPP1R3B",-0.0910633333333317,7.58578166666667,-1.13342908318788,0.280962693745232,0.37838614089096,-7.17981839037469
"LINC00470",-0.137473333333333,7.07701333333333,-1.13341867866964,0.280966878005738,0.37838614089096,-7.17982989215589
"TMPRSS13",0.094999999999998,6.26769,1.1331642591638,0.281069209854459,0.37849688963241,-7.18011111678392
"JRK",0.0843366666666689,8.17315166666667,1.13196315401056,0.281552704114117,0.379120871472459,-7.1814380925996
"SNORD115-8",-0.0864699999999998,3.328135,-1.13161980879858,0.281691032822662,0.379280019458251,-7.18181721399741
"MLLT6",0.083653333333336,9.85928666666667,1.13138135923243,0.281787131538429,0.379382288612108,-7.18208045611224
"OCSTAMP",0.101483333333332,7.25909833333333,1.13120927026346,0.281856501691938,0.379448559890347,-7.18227041053992
"LINC01512",0.0827333333333335,6.56013333333333,1.13104772280671,0.281921634506903,0.379509117597241,-7.18244870824471
"MIRLET7BHG",0.103706666666668,8.75034333333333,1.13094203318279,0.281964252817236,0.379539360889067,-7.18256534550587
"MSX2",-0.085720000000002,8.93477333333333,-1.13073625195566,0.282047246376666,0.379623943275789,-7.18279241736002
"COQ2",0.0761000000000003,10.1252833333333,1.13034386911637,0.282205550490317,0.379809871225857,-7.18322530629849
"ADCY6",-0.078456666666666,9.516975,-1.1300154338132,0.282338108196285,0.379961123956329,-7.1835875547401
"DSCAM",0.111579999999998,6.20424666666667,1.12962459451721,0.282495915066888,0.380146332121303,-7.18401852302194
"TRAF7",-0.081666666666667,10.8109333333333,-1.1292868275347,0.282632348124168,0.380302753773708,-7.18439087460067
"CPEB4",-0.109523333333332,9.28302166666667,-1.1291130598855,0.28270255731865,0.380363682139461,-7.18458240023692
"GPR183",0.0821166666666659,5.109645,1.12907479456838,0.282718019872057,0.380363682139461,-7.18462457289342
"SNX1",-0.111900000000002,10.5011833333333,-1.12884895671245,0.282809291531684,0.380459299764838,-7.18487344835991
"ZNF707",-0.0789833333333361,7.846025,-1.12853313510551,0.282936968002619,0.380592144006312,-7.18522142053431
"NUDT1",0.0758699999999983,8.49099833333333,1.12850472631109,0.282948454941933,0.380592144006312,-7.18525271755032
"NDUFAF7",-0.101376666666667,10.0332783333333,-1.12795394608207,0.283171231065849,0.380864598007156,-7.18585937009231
"RB1",0.0845999999999982,11.8064666666667,1.12754719734628,0.283335837147756,0.381058780122882,-7.18630722939298
"ELN",0.0882400000000025,8.50663666666667,1.1272749375537,0.28344605851064,0.381141974880339,-7.18660693515964
"CNGA3",0.123656666666665,6.587975,1.12724010465654,0.283460162611057,0.381141974880339,-7.18664527534689
"LOC100289580",0.0913333333333348,6.62529333333333,1.12721408271081,0.283470699444858,0.381141974880339,-7.1866739168029
"C1orf127",0.092869999999996,7.07498833333333,1.12715892062071,0.283493036736397,0.381141974880339,-7.18673463007259
"CELF2-AS1",0.113746666666667,5.65608333333333,1.1271444885502,0.283498881071396,0.381141974880339,-7.1867505141102
"CCDC88A",0.130256666666664,9.996315,1.12686494230654,0.283612102986299,0.381266976991003,-7.18705815280263
"LRRC75A",-0.0838733333333339,7.62229,-1.12667917138592,0.283687363285946,0.38134093213386,-7.18726255889449
"INPP5E",-0.0894999999999975,9.02630333333333,-1.12654908213609,0.283740074766012,0.38138456809471,-7.18740568180893
"UCP3",0.0810900000000014,7.57117166666667,1.12640537272503,0.283798313849243,0.381435627134564,-7.18756377423383
"SOX7",0.0791800000000009,7.51696666666667,1.1260736426932,0.283932784611593,0.381589129825513,-7.18792864397407
"APMAP",0.0874533333333289,9.77637666666667,1.12597906452339,0.283971132015298,0.381606071005331,-7.18803265483069
"BPIFA4P",0.0841366666666667,4.746445,1.12589734920328,0.284004267300702,0.381606071005331,-7.18812251438262
"SNORA54",0.0837999999999983,7.21321333333333,1.12589264517671,0.284006174858327,0.381606071005331,-7.1881276870826
"LOC389895",0.114856666666666,7.99485166666667,1.12510813149526,0.284324445932546,0.381985887511245,-7.18899012352812
"RP1",0.0878600000000009,4.52803333333333,1.12509589439646,0.284329412605933,0.381985887511245,-7.18900357230825
"H1FX",0.103336666666664,9.68425833333333,1.12486007907386,0.284425136079797,0.382087233446997,-7.1892627146646
"MEMO1",0.0860666666666621,9.56477333333333,1.12454475296825,0.284553173844829,0.382231971770452,-7.18960916561604
"CDH20",0.124753333333336,6.35299666666667,1.12440867217609,0.284608443003837,0.382278948476271,-7.18975865466787
"DLGAP1-AS1",-0.108270000000001,8.658225,-1.12428739872577,0.28465770514136,0.382317850576366,-7.1898918652694
"CATSPERB",0.0869633333333333,4.446175,1.12417969613051,0.284701460212347,0.382319337138906,-7.1900101596383
"SIGIRR",-0.0926000000000027,8.12467333333333,-1.12417093626309,0.284705019209005,0.382319337138906,-7.19001978057938
"PPP1R16B",0.0785466666666643,7.29986,1.12413477766568,0.284719710242662,0.382319337138906,-7.19005949284829
"BLOC1S3",-0.0797633333333341,9.47804166666667,-1.12399907164473,0.284774852044154,0.382366119868795,-7.19020852701733
"TMA7",0.0807666666666655,12.05375,1.12379282070433,0.284858674320766,0.382451402349394,-7.19043500717172
"UBE3D",0.10186,7.31261666666667,1.12370981822149,0.284892412658551,0.382469434743115,-7.19052614126258
"MIR190A",-0.0845299999999991,3.27891166666667,-1.12268112345919,0.285310805825071,0.383003828717704,-7.19165517118612
"DDX5",0.0781999999999989,12.3443666666667,1.12244542020713,0.28540673824565,0.383105303122983,-7.19191374827285
"TMEM176B",-0.0887633333333344,6.91954833333333,-1.12207517008348,0.285557482101487,0.383280331948361,-7.19231984213084
"FBXO38",-0.0868666666666638,10.8815,-1.12170953449496,0.285706407375025,0.383433904064785,-7.19272077011415
"C22orf23",-0.0745366666666687,7.511125,-1.12169429451909,0.285712615994753,0.383433904064785,-7.19273747884745
"MERTK",-0.10735,6.46448833333333,-1.12148070104746,0.28579964285703,0.383523368262864,-7.19297163844878
"PARP12",-0.0759899999999991,9.69281166666667,-1.12134509935499,0.285854903218813,0.383570194302019,-7.1931202783137
"SLC15A2",-0.108026666666667,5.53098,-1.12040632785303,0.286237696785009,0.384056477968857,-7.19414892082129
"KLK5",0.13198,6.99378,1.12005251313661,0.286382070662316,0.38422281798362,-7.19453642916797
"PPP3CB",-0.0981066666666663,9.58419333333333,-1.11935779438673,0.286665713285693,0.384575970084959,-7.19529702213566
"BCAT2",-0.0949333333333318,9.58325333333333,-1.11917290622385,0.286741236595178,0.384649889603532,-7.19549937833336
"COMP",0.09453333333333,7.34217,1.11910893931893,0.286767369427624,0.384657548308516,-7.1955693825633
"TOR2A",0.100513333333334,7.96340666666667,1.11858031997481,0.286983400014886,0.384913115645671,-7.19614777205
"OR5B3",-0.130166666666666,4.95334666666667,-1.11850899505854,0.287012557914101,0.384913115645671,-7.19622579562285
"WASF2",-0.08463666666667,9.801385,-1.11849272441721,0.287019209733875,0.384913115645671,-7.19624359380658
"MYCNOS",0.123573333333332,6.15412,1.1165220345216,0.287825751238571,0.385967262287451,-7.19839777250083
"BRAT1",0.0852599999999999,8.84958333333333,1.11642936344295,0.2878637214519,0.385990696983133,-7.19849899752483
"KRT26",0.0744633333333331,5.40021166666667,1.11636104061742,0.287891717896856,0.38600075566807,-7.19857362255483
"BEND2",0.0946399999999983,5.20171,1.11630761533158,0.28791361127847,0.386002630610671,-7.19863197333535
"LOC399900",-0.100483333333334,6.77457833333333,-1.11533804535424,0.28831115797095,0.386508103724456,-7.19969054490683
"SFN",0.10707,8.12380833333333,1.11527070756701,0.288338783717241,0.386517626514627,-7.1997640367108
"RCN1",-0.0802999999999976,10.8492166666667,-1.11447405818339,0.288665768452875,0.386928409582339,-7.20063322335853
"FOCAD",0.091096666666667,9.64458166666667,1.11436001518927,0.288712600694994,0.386963643715451,-7.20075760974696
"PCP4L1",0.0914299999999999,7.77245166666667,1.11407610303608,0.288829215778645,0.387061687796634,-7.20106722784355
"TTC29",0.0745066666666654,4.63353,1.11404846280158,0.288840570758443,0.387061687796634,-7.20109736731348
"PREX2",0.0905766666666645,5.760545,1.11401896547155,0.288852689036179,0.387061687796634,-7.20112953113952
"PDCD1",0.08291,8.07049166666667,1.11398180517043,0.288867956019406,0.387061687796634,-7.20117004968533
"SSTR5",0.0833899999999987,7.688925,1.11362281875548,0.289015474342365,0.387231802216982,-7.20156142280382
"CDC42SE2",0.0945366666666683,10.1162983333333,1.11319307082331,0.289192146763326,0.387440951212156,-7.20202980889307
"POR",0.0804566666666702,9.707695,1.11277084033845,0.289365809443038,0.387646038484258,-7.20248986105557
"FKBP3",-0.105653333333333,8.35105666666667,-1.11261535471632,0.289429780577093,0.387704159842743,-7.20265923932901
"CEBPA",-0.0958033333333317,7.651855,-1.11253135471196,0.289464345044218,0.387722884187669,-7.20275073687484
"SCARF2",0.0959133333333337,8.54361666666667,1.11225096581614,0.289579742888624,0.387849870399968,-7.20305611233714
"CACTIN-AS1",-0.0833333333333321,7.11024333333333,-1.11215855782291,0.289617782382779,0.387873235682092,-7.20315674170223
"CASP1",-0.0942433333333348,4.21276166666667,-1.11207462616021,0.289652335941932,0.387891929403466,-7.20324813482499
"LOC100129940",0.0753899999999996,6.54143166666667,1.11190629408859,0.2897216455712,0.387947509960318,-7.20343141488041
"TCEAL2",0.082986666666665,6.76802,1.11187377544667,0.289735036375801,0.387947509960318,-7.20346681864172
"BSPRY",0.103130000000002,6.54007166666667,1.11151634442236,0.289882253678962,0.388106683057607,-7.20385590714612
"CCDC198",-0.0847566666666673,4.650945,-1.11148509632272,0.289895126752385,0.388106683057607,-7.20388991812249
"C12orf42",0.0992566666666672,4.85386166666667,1.11140862849444,0.28992663054882,0.388121270861928,-7.20397314381732
"CD6",0.083916666666668,6.899395,1.11133051843545,0.28995881363552,0.388136765885671,-7.20405815215157
"SLC20A2",-0.0888799999999996,9.28676333333333,-1.11091704177771,0.290129220893149,0.388332445760893,-7.20450806539045
"HPR",0.144413333333334,5.58052333333333,1.11087577063467,0.290146234296872,0.388332445760893,-7.20455296610383
"TGM6",0.0887866666666675,6.93753666666667,1.11081038204659,0.29017319131869,0.388340928394528,-7.20462410252955
"TGOLN2",0.080700000000002,10.8332833333333,1.11060057561868,0.290259698837797,0.388429101031055,-7.2048523289244
"GPATCH8",0.0816999999999979,10.28295,1.11030468911795,0.29038173256077,0.388527674997206,-7.20517413422735
"AATK",0.0787900000000015,7.63539166666667,1.11028752265385,0.29038881380563,0.388527674997206,-7.2051928023203
"CYSLTR2",0.0973266666666639,4.76657666666667,1.11025405694563,0.290402618943839,0.388527674997206,-7.20522919476316
"PTCHD3",0.0888899999999984,4.80839833333333,1.11022192101458,0.290415876001416,0.388527674997206,-7.20526414030816
"BRK1",-0.0770666666666653,11.8854333333333,-1.1097701127903,0.290602309885136,0.38874947825674,-7.20575536408496
"ZIC3",0.0823166666666673,5.576645,1.10970115771047,0.2906307715383,0.388759939712525,-7.20583032071419
"FTCD",0.0833600000000008,7.79160333333333,1.10953240921178,0.290700432581784,0.388825505805363,-7.20601374063659
"PCARE",-0.118953333333334,6.78272666666667,-1.10941035120278,0.290750827307929,0.388865294810221,-7.20614639677693
"CAPN12",0.0844699999999987,7.31127166666667,1.10914216235706,0.290861579356288,0.388985797457667,-7.20643783109969
"CCDC85A",-0.0950366666666644,7.01283166666667,-1.1089544191914,0.290939129561353,0.389061883425059,-7.20664181351673
"OR2M7",-0.102713333333332,4.54403666666667,-1.10856358715697,0.291100619580926,0.389250200155283,-7.20706636281266
"YWHAZ",0.0769999999999964,12.8915,1.10850288822428,0.29112570626529,0.389256109030277,-7.20713228753033
"DDRGK1",-0.0933133333333345,9.2855,-1.10843594822521,0.291153374284321,0.389265468252354,-7.20720498728123
"OMP",-0.100623333333335,8.28425166666667,-1.10819544909242,0.291252795369864,0.389370751561329,-7.20746615082171
"ARHGAP27P2",0.0931133333333323,8.03939666666667,1.10791022188446,0.291370740524209,0.389500782669668,-7.20777582682924
"PAK5",0.112966666666668,6.21877,1.10777983861764,0.291424667883267,0.389545223201807,-7.20791736490511
"ZNF300P1",-0.182133333333335,6.63860333333333,-1.10762909750442,0.291487024908489,0.389587946904417,-7.20808098590731
"EDN2",0.0900400000000001,7.76957666666667,1.10760256698368,0.29149800083769,0.389587946904417,-7.20810978145166
"MIR33A",0.119700000000001,4.47767333333333,1.1067220661976,0.291862452030419,0.390047358372306,-7.20906514112846
"PRORSD1P",0.077876666666663,6.85941166666667,1.10636432332953,0.292010626293112,0.390217690904248,-7.20945312500344
"TMEM132C",0.0968766666666658,6.63547833333333,1.10626779037481,0.292050619344755,0.390243445529557,-7.20955780095232
"UTF1",0.123020000000002,9.06508,1.10604586711654,0.292142576784656,0.390338627352597,-7.20979841671323
"FCRL1",0.0906933333333324,6.66655,1.10572033985866,0.292277504294994,0.390491204929554,-7.21015129305065
"OR4N2",0.086179999999997,5.30617333333333,1.10564013689132,0.292310754876269,0.39050792717688,-7.21023822147411
"RPS6KB1",0.08216,9.92522333333333,1.10534549557894,0.292432932257091,0.390643438976527,-7.21055752670822
"C11orf86",0.112676666666667,7.654755,1.10512136299218,0.292525898321875,0.390731264883624,-7.21080037539878
"CYP2B6",0.105506666666667,4.84361666666667,1.10508695956652,0.292540170230646,0.390731264883624,-7.21083764817639
"NUGGC",0.0861333333333336,5.73626333333333,1.10470672432183,0.292697942418125,0.390914270848317,-7.21124953429805
"RUNDC3B",-0.0935966666666674,6.55662833333333,-1.10424559351254,0.292889368199466,0.391142193906882,-7.21174889735731
"GABRA5",0.0980833333333333,6.63738166666667,1.10400570264896,0.292988990163192,0.391247492961824,-7.21200861144888
"GNAI3",0.0953666666666635,10.6741166666667,1.10382621332346,0.293063545505189,0.391319306348439,-7.21220290318173
"KCNJ11",0.110930000000001,7.07762833333333,1.10368947434159,0.29312035316973,0.391367413270857,-7.21235090197574
"OVGP1",-0.0864633333333327,7.18789833333333,-1.1029843757117,0.293413417272863,0.391704456490035,-7.21311382885035
"MFAP2",-0.0833433333333353,9.80104833333333,-1.10298205531158,0.293414382083541,0.391704456490035,-7.21311633891139
"PARN",0.0757333333333321,11.7451666666667,1.10251615419037,0.293608150566425,0.391930373430087,-7.21362023528962
"PGGHG",0.0941366666666665,7.35345833333333,1.10247510092984,0.293625229324548,0.391930373430087,-7.21366462834905
"TRPV5",0.135713333333334,6.59839333333333,1.10169088290557,0.293951621349011,0.392338235170241,-7.21451239015423
"OLA1",0.0741666666666649,11.8013833333333,1.10137590871779,0.294082791823305,0.392485494699556,-7.21485274992067
"ZNF354B",-0.132516666666666,8.15505166666667,-1.10092559208564,0.294270403110867,0.39270805443138,-7.21533922452738
"ISG15",0.0843066666666683,7.70717333333333,1.10060093859321,0.294405717234723,0.392839583692616,-7.21568984688956
"POMC",0.121076666666666,7.29022166666667,1.10058903677369,0.294410678762943,0.392839583692616,-7.21570269915262
"CSNK2A2",-0.0753333333333313,12.2430666666667,-1.10048226061118,0.294455193548872,0.392871147300896,-7.21581799714927
"CCNY",-0.0779666666666632,10.5903833333333,-1.10001477680195,0.294650147221047,0.393103412393653,-7.21632268525362
"TRIM17",0.0846233333333331,7.71654833333333,1.09965247880645,0.294801303293521,0.393265065477652,-7.2167136980194
"PXT1",-0.0786466666666668,3.85226,-1.09962426915327,0.294813075261706,0.393265065477652,-7.21674413915484
"MIR199A1",0.127109999999998,4.56262833333333,1.09936303419175,0.294922106405136,0.39338264532821,-7.21702600892673
"GATA4",0.0782299999999996,9.094635,1.09921153160929,0.294985352856464,0.393439142815568,-7.21718945398029
"PIWIL1",0.0999099999999986,5.59551833333333,1.09909535795144,0.295033857866669,0.393463832382634,-7.21731477298802
"FBXL14",-0.083120000000001,8.83035333333333,-1.09901728698539,0.295066457601299,0.393463832382634,-7.21739898383174
"MIR376C",-0.0849100000000007,3.199605,-1.09901709548437,0.295066537568882,0.393463832382634,-7.21739919038742
"MTLN",-0.170353333333335,6.54577333333333,-1.09866421179772,0.295213923926508,0.393632498635883,-7.21777976656277
"WDR78",-0.0891766666666669,5.126695,-1.09853091932203,0.29526960984352,0.393678878082462,-7.21792349360088
"MMP20",0.0800866666666655,6.09790666666667,1.09828780916205,0.295371195204064,0.393786443722896,-7.21818559913089
"ALG9",0.0948999999999955,10.4715833333333,1.09816221540562,0.295423685923494,0.39382854619784,-7.21832098787732
"MGARP",-0.0785733333333338,6.64087666666667,-1.09811181782187,0.295444751117085,0.393828752391476,-7.21837531244465
"ZNF609",-0.0905999999999967,10.4981666666667,-1.09799304111047,0.29549440196845,0.39386706062801,-7.21850333632343
"TERF2",0.0822333333333329,10.21335,1.09750322461631,0.295699221551101,0.394112174559015,-7.21903116912729
"TRIML1",0.0760133333333322,5.04574666666667,1.09743413072429,0.295728122274849,0.394122803207225,-7.21910561039848
"BAGE",-0.0841999999999992,11.9794,-1.097323528602,0.295774389625534,0.394156573565931,-7.2192247645041
"ITGAE",0.0770366666666673,6.92060166666667,1.0969840287786,0.295916444515845,0.3943179790584,-7.21959045486902
"IFI27",0.100893333333331,7.15556,1.09679424562019,0.295995877028526,0.394395921326866,-7.21979483912148
"MAPK8",0.0958766666666673,9.80844833333333,1.09646556272324,0.296133483600184,0.39455136036544,-7.22014874221119
"SH3RF1",0.0854933333333356,9.50835333333333,1.0957194602698,0.296446028349782,0.394939838575355,-7.22095177739641
"MIR487A",-0.102786666666668,4.14149333333333,-1.09551952233357,0.2965298257182,0.395023534982075,-7.22116689729132
"MRPL43",-0.0757800000000017,9.96912666666667,-1.09528717305169,0.296627229915,0.395125344665048,-7.22141684997062
"ORC4",0.121456666666671,9.41181166666667,1.09493539783359,0.296774745614163,0.395293886767831,-7.22179519545683
"COL25A1",0.0946166666666652,6.34874833333333,1.09476919330237,0.296844462346861,0.395358786778925,-7.22197391973385
"MPST",0.0921233333333316,8.14910833333333,1.09369498618609,0.297295354067452,0.395931317954066,-7.22312851752399
"LINC00885",0.085236666666666,6.06037166666667,1.09350621718804,0.297374642549197,0.396008910257482,-7.2233313192398
"LIPT1",0.0850266666666677,8.14431333333333,1.09326792801943,0.297474753946054,0.396114219161481,-7.22358728212619
"IDH1",-0.0892999999999979,11.31085,-1.09304847214813,0.297566975697143,0.396209008149875,-7.2238229751445
"SRI",0.0773666666666664,12.2459166666667,1.09274281008387,0.297695460085229,0.396352063851634,-7.22415118912273
"HSPA1L",0.204676666666665,6.569655,1.09243963206823,0.297822942038703,0.396493764781009,-7.22447666276929
"FOXQ1",0.130319999999998,7.89538333333333,1.0923048726741,0.29787961975025,0.396507714451148,-7.22462130898788
"MARK1",0.120199999999997,8.34172666666667,1.09227793377492,0.297890950818418,0.396507714451148,-7.22465022257638
"IRF4",-0.148426666666667,6.49940333333333,-1.09221830307199,0.297916033914751,0.396507714451148,-7.22471422231805
"MEF2D",0.0763833333333341,9.280255,1.09221450578472,0.297917631262515,0.396507714451148,-7.22471829773072
"CACNA1S",0.087736666666669,6.366005,1.0915564732195,0.298194534411667,0.396848209518749,-7.22542435436636
"SLC9A2",-0.082886666666667,6.00184333333333,-1.09117365567979,0.298355715917058,0.39703466074909,-7.22583495272815
"BANF2",0.0959333333333348,6.39291333333333,1.09096149087978,0.2984450743417,0.397125514352944,-7.22606246421853
"CDK11B",-0.0730033333333306,8.98759833333333,-1.09081385339477,0.298507267516412,0.397180210272279,-7.22622075985498
"GAP43",-0.0921100000000035,7.19477833333333,-1.09070532631077,0.298552991489508,0.397212986840449,-7.22633711064915
"BEND7",-0.0950066666666673,6.97064333333333,-1.09043813238605,0.298665586725421,0.397334722072937,-7.22662352681107
"ULBP2",-0.0974799999999991,8.0687,-1.09019022687063,0.298770082736923,0.397445665932137,-7.22688921635943
"DLL4",0.0806500000000021,7.117345,1.08970782706168,0.298973501437637,0.397688178972841,-7.22740608259672
"RIOX1",0.082383333333329,9.48218166666667,1.0892304080237,0.299174923542905,0.397928002119143,-7.22791743063641
